Bildname,Maskengröße (weiße Pixel)
ADE_train_00003173.jpg,8457
ADE_train_00023741.jpg,19368
ADE_train_00022732.jpg,159556
ADE_train_00001504.jpg,2248
ADE_frame_00000204.jpg,12808
ADE_train_00003171.jpg,5419
ADE_train_00012219.jpg,16221
ADE_train_00001961.jpg,186580
ADE_train_00024430.jpg,165606
ADE_train_00001716.jpg,15275
ADE_train_00001676.jpg,2712
ADE_train_00001758.jpg,21087
ADE_train_00001561.jpg,58078
ADE_train_00022769.jpg,54937
ADE_train_00022744.jpg,95956
ADE_frame_00000203.jpg,146656
ADE_train_00012246.jpg,4823
ADE_train_00001522.jpg,54615
ADE_train_00002378.jpg,106641
ADE_train_00023725.jpg,32097
ADE_train_00005280.jpg,13467
ADE_train_00001763.jpg,9615
ADE_train_00012220.jpg,10300
ADE_train_00016340.jpg,709
ADE_train_00019507.jpg,3177
ADE_train_00003093.jpg,5510
ADE_train_00002042.jpg,114870
ADE_train_00012286.jpg,2099
ADE_train_00023671.jpg,15762
ADE_train_00020088.jpg,9563
ADE_train_00022041.jpg,55735
ADE_train_00001635.jpg,613147
ADE_train_00019095.jpg,141545
ADE_train_00008819.jpg,101574
ADE_train_00012185.jpg,11208
ADE_train_00022681.jpg,82024
ADE_train_00015457.jpg,42009
ADE_train_00022684.jpg,148762
ADE_train_00001222.jpg,9570
ADE_train_00008798.jpg,10417
ADE_train_00001746.jpg,27652
ADE_train_00025047.jpg,49738
ADE_train_00002031.jpg,594983
ADE_train_00001240.jpg,17455
ADE_train_00022698.jpg,114212
ADE_train_00009373.jpg,288391
ADE_train_00011721.jpg,34561
ADE_frame_00000210.jpg,19513
ADE_train_00001735.jpg,14029
ADE_train_00002056.jpg,167594
ADE_train_00019017.jpg,2217
ADE_train_00001726.jpg,16110
ADE_train_00022999.jpg,34419
ADE_train_00001720.jpg,1503
ADE_train_00001346.jpg,14797
ADE_train_00001787.jpg,99656
ADE_frame_00000267.jpg,221465
ADE_train_00006419.jpg,1259
ADE_train_00004842.jpg,1597
ADE_train_00019603.jpg,1428
ADE_train_00012252.jpg,11308
ADE_train_00002372.jpg,1582
ADE_train_00022695.jpg,69813
ADE_train_00002423.jpg,179591
ADE_frame_00000015.jpg,109815
ADE_train_00004251.jpg,70202
ADE_train_00002390.jpg,5659
ADE_train_00005541.jpg,3313
ADE_train_00022700.jpg,169444
ADE_train_00001713.jpg,305191
ADE_train_00001554.jpg,47757
ADE_train_00024549.jpg,70860
ADE_train_00009972.jpg,5845
ADE_train_00002396.jpg,3264
ADE_train_00001822.jpg,12127
ADE_train_00004399.jpg,11050
ADE_train_00012289.jpg,2569
ADE_train_00002279.jpg,184645
ADE_frame_00000302.jpg,25549
ADE_train_00002059.jpg,138388
ADE_train_00001759.jpg,7003
ADE_train_00023815.jpg,128042
ADE_train_00001552.jpg,2458
ADE_train_00008815.jpg,16297
ADE_train_00024551.jpg,19237
ADE_train_00001649.jpg,319795
ADE_train_00001633.jpg,79879
ADE_train_00016147.jpg,383060
ADE_train_00015772.jpg,6210
ADE_train_00001728.jpg,8327
ADE_train_00012248.jpg,4800
ADE_train_00012213.jpg,7172
ADE_train_00011596.jpg,2203
ADE_train_00001949.jpg,59587
ADE_train_00002200.jpg,17346
ADE_train_00010920.jpg,5213
ADE_train_00007695.jpg,78415
ADE_train_00010068.jpg,17883
ADE_train_00001562.jpg,46967
ADE_train_00007682.jpg,7471
ADE_train_00002461.jpg,12211
ADE_train_00022240.jpg,51021
ADE_train_00019200.jpg,379919
ADE_train_00010766.jpg,64137
ADE_train_00001502.jpg,25901
ADE_train_00010062.jpg,108230
ADE_train_00019144.jpg,24201
ADE_train_00001663.jpg,1729
ADE_frame_00000292.jpg,2026
ADE_train_00001727.jpg,9718
ADE_train_00001750.jpg,57860
ADE_train_00002287.jpg,11121
ADE_train_00022701.jpg,123774
ADE_train_00009354.jpg,35711
ADE_train_00011720.jpg,13943
ADE_train_00002351.jpg,11341
ADE_train_00002381.jpg,2597
ADE_train_00012227.jpg,21406
ADE_frame_00000268.jpg,23759
ADE_train_00019508.jpg,1141
ADE_train_00001765.jpg,5715
ADE_train_00001490.jpg,9250
ADE_train_00019290.jpg,4755
ADE_train_00024826.jpg,683962
ADE_train_00002172.jpg,4962
ADE_train_000432.jpg,7453
ADE_train_00012270.jpg,134047
ADE_train_00001753.jpg,15938
ADE_train_00020206.jpg,187556
ADE_train_00022735.jpg,350572
ADE_train_00009812.jpg,2979
ADE_train_00019145.jpg,15979
ADE_train_00002386.jpg,831
ADE_train_00001773.jpg,17073
ADE_train_00002174.jpg,66158
ADE_train_00019509.jpg,17326
ADE_train_00019512.jpg,25227
ADE_train_00001788.jpg,3806
ADE_train_00002417.jpg,20535
ADE_train_00001761.jpg,22341
ADE_train_00001689.jpg,1974
ADE_train_00001657.jpg,2551
ADE_train_00000651.jpg,26243
ADE_train_00001824.jpg,10286
ADE_train_00002293.jpg,4865
ADE_train_00020241.jpg,140382
ADE_train_00008801.jpg,19889
ADE_train_00002192.jpg,26021
ADE_train_00023669.jpg,116928
ADE_train_00006613.jpg,36532
ADE_train_00002140.jpg,2416
ADE_train_00001667.jpg,8845
ADE_train_00000663.jpg,192166
ADE_train_00011594.jpg,4958
ADE_train_00019021.jpg,628
ADE_train_00002291.jpg,3569
ADE_train_00019098.jpg,1329
ADE_train_00004242.jpg,120741
ADE_train_00020087.jpg,31040
ADE_train_00001760.jpg,9933
ADE_train_00022685.jpg,63959
ADE_train_00022678.jpg,65090
ADE_train_00024113.jpg,399487
ADE_train_00000555.jpg,13947
ADE_train_00001767.jpg,20383
ADE_train_00013814.jpg,79695
ADE_train_00019294.jpg,126529
ADE_train_00021742.jpg,7458
ADE_train_00010111.jpg,204641
ADE_train_00011671.jpg,82262
ADE_train_00001500.jpg,50940
ADE_train_00001802.jpg,38056
ADE_train_00012247.jpg,9579
ADE_train_00011663.jpg,64657
ADE_train_00012228.jpg,11662
ADE_train_00021165.jpg,8691
ADE_train_00001757.jpg,15294
ADE_frame_00000028.jpg,15234
ADE_train_00002048.jpg,1014895
ADE_train_00022697.jpg,177771
ADE_train_00001741.jpg,303302
ADE_train_00022987.jpg,344032
ADE_train_00001698.jpg,31066
ADE_train_00023738.jpg,258550
ADE_train_00006624.jpg,71147
ADE_train_00022932.jpg,296587
ADE_train_00001711.jpg,35911
ADE_train_00022635.jpg,2978
ADE_train_00000664.jpg,51752
ADE_train_00004951.jpg,2279
ADE_train_00002462.jpg,1325534
ADE_train_00011716.jpg,6760
ADE_train_00001694.jpg,49612
ADE_train_00001816.jpg,57226
ADE_train_00022683.jpg,141109
ADE_train_00000656.jpg,6006
ADE_frame_00000180.jpg,104390
ADE_train_00002388.jpg,5656
ADE_train_00012223.jpg,2951
ADE_train_00000667.jpg,49839
ADE_train_00001688.jpg,281908
ADE_train_00001762.jpg,21889
ADE_train_00016762.jpg,1608
ADE_train_00012271.jpg,71874
ADE_train_00003182.jpg,7483
ADE_train_00009805.jpg,2243
ADE_train_00019281.jpg,8314
ADE_train_00003095.jpg,1353
ADE_train_00022692.jpg,73866
ADE_train_00022703.jpg,241775
ADE_train_00023137.jpg,155944
ADE_train_00001550.jpg,19431
ADE_train_00015459.jpg,132194
ADE_train_00012249.jpg,12317
ADE_train_00020209.jpg,57354
ADE_train_00023726.jpg,14838
ADE_train_00020208.jpg,287809
ADE_train_00024475.jpg,105889
ADE_train_00004952.jpg,319712
ADE_train_00022705.jpg,8005
ADE_train_00010999.jpg,21363
ADE_train_00011664.jpg,97387
ADE_train_00022682.jpg,464499
ADE_train_00007484.jpg,4111
ADE_train_00001704.jpg,12997
ADE_train_00001336.jpg,10746
ADE_train_00015456.jpg,176283
ADE_train_00001987.jpg,19685
ADE_train_00024476.jpg,44084
ADE_train_00001774.jpg,16091
ADE_train_00001697.jpg,351955
ADE_train_00003161.jpg,4995
ADE_train_00012243.jpg,2635
ADE_train_00019094.jpg,2529
ADE_train_00005328.jpg,440274
ADE_train_00020247.jpg,215542
ADE_train_00002405.jpg,8099
ADE_train_00002346.jpg,13750
ADE_train_00001489.jpg,32498
ADE_frame_00000061.jpg,15042
ADE_train_00022727.jpg,10188
ADE_train_00024577.jpg,30198
ADE_train_00001701.jpg,22771
ADE_train_00001498.jpg,162674
ADE_train_00023727.jpg,17792
ADE_train_00008812.jpg,14514
ADE_train_00022686.jpg,146044
ADE_train_00019286.jpg,43764
ADE_train_00005542.jpg,19033
ADE_train_00012237.jpg,3261
ADE_train_00003168.jpg,329938
ADE_train_00002045.jpg,8566
ADE_train_00019004.jpg,190832
ADE_train_00007507.jpg,154300
ADE_train_00015453.jpg,54529
ADE_train_00016855.jpg,18465
ADE_train_00006150.jpg,2687
ADE_train_00002054.jpg,310417
ADE_train_00024687.jpg,1304
ADE_train_00002366.jpg,11875
ADE_train_00001747.jpg,1957
ADE_train_00025118.jpg,167257
ADE_train_00007690.jpg,6747
ADE_frame_00000142.jpg,19952
ADE_train_00022762.jpg,86168
ADE_train_00001655.jpg,15502
ADE_train_00001717.jpg,1890
ADE_train_00001680.jpg,4699
ADE_train_00012214.jpg,47662
ADE_train_00008808.jpg,9126
ADE_train_00005327.jpg,149771
ADE_train_00019288.jpg,22816
ADE_frame_00000191.jpg,93044
ADE_train_00024362.jpg,37179
ADE_train_00009990.jpg,1101
ADE_train_00007689.jpg,113651
ADE_train_00002274.jpg,10570
ADE_train_00003167.jpg,10404
ADE_train_00003189.jpg,2535
ADE_train_00020082.jpg,27785
ADE_train_00004302.jpg,1303
ADE_train_00001797.jpg,36057
ADE_train_00022699.jpg,53188
ADE_train_00012241.jpg,8443
ADE_train_00001804.jpg,35731
ADE_train_00022758.jpg,188824
ADE_train_00013811.jpg,1058677
ADE_train_00001755.jpg,10830
ADE_train_00001805.jpg,26453
ADE_train_00022731.jpg,138538
ADE_train_00009807.jpg,15781
ADE_train_00001974.jpg,530386
ADE_train_00020471.jpg,416
ADE_train_00002165.jpg,3955
ADE_train_00024550.jpg,67255
ADE_train_00006609.jpg,1305
ADE_train_00010919.jpg,5034
ADE_frame_00000005.jpg,43721
ADE_train_00022242.jpg,35874
ADE_train_00004377.jpg,2792
ADE_train_00001565.jpg,18067
ADE_train_00012236.jpg,6139
ADE_train_00003169.jpg,2673
ADE_train_00012187.jpg,5362
ADE_train_00022761.jpg,30935
ADE_train_00001813.jpg,16892
ADE_train_00008217.jpg,3566
ADE_train_00007685.jpg,24065
ADE_train_00001699.jpg,15512
ADE_train_00002270.jpg,7112
ADE_train_00002157.jpg,19918
ADE_train_00003082.jpg,6675
ADE_train_00022740.jpg,993086
ADE_train_00002198.jpg,19081
ADE_train_00001714.jpg,15975
ADE_train_00002326.jpg,44412
ADE_train_00003091.jpg,257
ADE_train_00019599.jpg,8067
ADE_train_00003188.jpg,875
ADE_train_00000961.jpg,3842
ADE_frame_00000141.jpg,39337
ADE_train_00001695.jpg,112129
ADE_train_00019104.jpg,4963
ADE_train_00002289.jpg,16797
ADE_train_00001237.jpg,78846
ADE_train_00001811.jpg,34376
ADE_train_00005172.jpg,35655
ADE_train_00007697.jpg,21021
ADE_train_00002058.jpg,151736
ADE_train_00008810.jpg,4443
ADE_train_00020279.jpg,58488
ADE_train_00022706.jpg,201879
ADE_train_00001640.jpg,89267
ADE_train_00023670.jpg,82106
ADE_train_00000653.jpg,27726
ADE_train_00021166.jpg,120839
ADE_train_00015454.jpg,26522
ADE_train_00001495.jpg,11256
ADE_train_00001703.jpg,8390
ADE_train_00020192.jpg,169409
ADE_train_00020084.jpg,35402
ADE_train_00002377.jpg,5578
ADE_train_00009992.jpg,18350
ADE_train_00012233.jpg,3219
ADE_train_00016149.jpg,325479
ADE_train_00019107.jpg,3823
ADE_train_00024481.jpg,14902
ADE_train_00002143.jpg,72516
ADE_train_00020249.jpg,266993
ADE_train_00002387.jpg,4993
ADE_train_00019172.jpg,33559
ADE_train_00024548.jpg,508095
ADE_train_00005547.jpg,6981
ADE_train_00012276.jpg,3660
ADE_train_00002295.jpg,6908
ADE_train_00008214.jpg,1173
ADE_train_00002365.jpg,46691
ADE_train_00020207.jpg,44460
ADE_train_00007684.jpg,7048
ADE_train_00001570.jpg,241155
ADE_train_00007010.jpg,3515
ADE_train_00006148.jpg,1818716
ADE_train_00020244.jpg,467821
ADE_train_00001721.jpg,6506
ADE_train_00001896.jpg,155544
ADE_train_00001668.jpg,30209
ADE_train_00002342.jpg,7336
ADE_train_00015769.jpg,2798
ADE_train_00002271.jpg,676967
ADE_train_00021745.jpg,16215
ADE_train_00001756.jpg,4956
ADE_train_00002333.jpg,92833
ADE_train_00009813.jpg,4874
ADE_train_00005676.jpg,276196
ADE_train_00011666.jpg,83129
ADE_train_00009323.jpg,257864
ADE_train_00016152.jpg,7736
ADE_train_00023487.jpg,185506
ADE_train_00000962.jpg,121900
ADE_train_00019602.jpg,15539
ADE_train_00001776.jpg,316
ADE_train_00001786.jpg,369967
ADE_train_00002173.jpg,45132
ADE_train_00022931.jpg,360011
ADE_train_00009811.jpg,12692
ADE_train_00011904.jpg,7765
ADE_train_00000674.jpg,5683
ADE_train_00000655.jpg,10928
ADE_train_00022771.jpg,34230
ADE_train_00002176.jpg,5238
ADE_train_00019298.jpg,3856
ADE_train_00025115.jpg,30651
ADE_train_00022708.jpg,111085
ADE_train_00020205.jpg,17139
ADE_train_00022663.jpg,49562
ADE_frame_00000192.jpg,696600
ADE_train_00003058.jpg,30051
ADE_train_00005334.jpg,431011
ADE_train_00019154.jpg,3437
ADE_frame_00000152.jpg,18084
ADE_train_00002141.jpg,24127
ADE_train_00000668.jpg,69871
ADE_train_00008799.jpg,8476
ADE_train_00019600.jpg,9844
ADE_train_00023640.jpg,109015
ADE_frame_00000219.jpg,107474
ADE_train_00022741.jpg,636378
ADE_train_00019147.jpg,1397295
ADE_train_00007502.jpg,770
ADE_train_00022690.jpg,24316
ADE_train_00001637.jpg,1047
ADE_train_00001651.jpg,47876
ADE_train_00019289.jpg,2868
ADE_train_00021739.jpg,2409
ADE_train_00019183.jpg,21218
ADE_train_00001638.jpg,288
ADE_train_00009808.jpg,6648
ADE_train_00001653.jpg,6319
ADE_train_00001751.jpg,8783
ADE_train_00011668.jpg,122479
ADE_train_00021740.jpg,10543
ADE_frame_00000007.jpg,65327
ADE_train_00025082.jpg,10611
ADE_train_00016766.jpg,623
ADE_train_00019096.jpg,1245
ADE_train_00020734.jpg,222420
ADE_train_00012251.jpg,3980
ADE_train_00015623.jpg,7779
ADE_train_00003114.jpg,134
ADE_train_00019194.jpg,59394
ADE_train_00022297.jpg,16436
ADE_train_00012215.jpg,22467
ADE_train_00015288.jpg,6766
ADE_train_00019191.jpg,81532
ADE_train_00001687.jpg,32868
ADE_train_00003181.jpg,21188
ADE_train_00005348.jpg,8511
ADE_train_00002348.jpg,36930
ADE_train_00002170.jpg,22380
ADE_train_00010000.jpg,15692
ADE_train_00021747.jpg,145271
ADE_train_00002345.jpg,12058
ADE_train_00001778.jpg,19952
ADE_train_00006615.jpg,120468
ADE_train_00005326.jpg,756331
ADE_train_00003081.jpg,12
ADE_train_00020078.jpg,105281
ADE_train_00002380.jpg,6202
ADE_train_00022694.jpg,424451
ADE_train_00020086.jpg,16826
ADE_train_00019022.jpg,1270
ADE_train_00002284.jpg,430709
ADE_train_00006616.jpg,347820
ADE_train_00001670.jpg,3614
ADE_train_00023730.jpg,13046
ADE_frame_00000027.jpg,428022
ADE_train_00002300.jpg,15574
ADE_train_00013808.jpg,683557
ADE_train_00001754.jpg,3008
ADE_train_00012218.jpg,7820
ADE_train_00006405.jpg,24330
ADE_train_00002463.jpg,165380
ADE_train_00008807.jpg,23010
ADE_train_00011662.jpg,23847
ADE_train_00002196.jpg,18566
ADE_train_00007686.jpg,25054
ADE_train_00022680.jpg,226877
ADE_train_00001702.jpg,284899
ADE_train_00002043.jpg,7278
ADE_train_00002183.jpg,30081
ADE_train_00008673.jpg,90095
ADE_train_00002146.jpg,19490
ADE_train_00024477.jpg,28882
ADE_train_00002000.jpg,1345
ADE_train_00024787.jpg,37361
ADE_train_00012272.jpg,10328
ADE_train_00001558.jpg,5148
ADE_train_00023133.jpg,141303
ADE_train_00001709.jpg,33395
ADE_train_00000665.jpg,427917
ADE_frame_00000209.jpg,53201
ADE_train_00019143.jpg,46676
ADE_train_00000654.jpg,28269
ADE_train_00025186.jpg,94969
ADE_train_00010921.jpg,98690
ADE_train_00005562.jpg,605
ADE_train_00001571.jpg,4275
ADE_train_00022870.jpg,425368
ADE_train_00022738.jpg,370529
ADE_train_00011667.jpg,6380
ADE_frame_00000094.jpg,40737
ADE_train_00002389.jpg,18439
ADE_train_00004387.jpg,20264
ADE_train_00019155.jpg,91
ADE_train_00012234.jpg,5963
ADE_train_00023733.jpg,124482
ADE_train_00012273.jpg,96723
ADE_train_00013813.jpg,80139
ADE_train_00001800.jpg,37108
